KXLIVR1LEAD | Liv Round 1 Leader
KXRANKLISTCS2TEAM | HLTV Team of the Year
KXUABCOACH | UAB Next Coach
KXUSFCOACH | USF Next Coach
KXLALIGABTTS | La Liga BTTS
KXNFLDEPTHPOSITIONCLEQB2 | QB2 CLE
KXNFLCOACH | NFL Coach of the Year
KXNEXTEAMTYREEK | Tyreek Hill next team
KXF1CHINA | F1 team from China
KXNCAAMBCAA | Coastal Athletic Association Conference Tournament
KXNBA2NDTEAM | All-NBA 2nd Team
KXMLBWINS-ATL | Pro baseball wins Atlanta
KXSORONDO | Rajon Rando Summer Olympics Flag Football
KXUCLFINALIST | UCL Advance to the Finals
KXPGAR3LEAD | PGA Round 3 Leader
KXATPMCO | Movistar Chile Open
KXMLBWINS-NYM | Pro baseball wins New York M
KXMLBWINS-NYY | Pro baseball wins New York Y
KXKNVBCUP | KNVB Cup Winner
KXNHLANYGOAL | Pro Hockey Goalscorer
KXNFLEXACTWINSDEN | Pro football exact wins Denver
KXNBA3QWINNER | NBA 3rd Quarter Winner
KXNFLDRAFTTEAMPOS | Which team will draft a quarterback in specific round?
KXCS2QUALIFY | CS2 Qualifier
KXWBCFLYWEIGHTTITLE | Boxing Flyweight Title
KXDPWORLDTOURMAKECUT | DP World Tour To Make Cut
KXAOMENSINGLES | Argentina Open men's singles
KXNBA2QWINNER | NBA 2nd Quarter Winner
KXNFLWINS-LAC | Pro football wins Los Angeles C
KXNCAAMBBIG12 | Big 12 Conference Tournament
KXNHLCALDER | NHL Calder Memorial Trophy
KXWCCODWARZONE | Call of Duty: Warzone at 2025 Esports World Cup
KXCLUBWCGG | Club World Club Group G
KXIEMCHEN | Who will win the IEM Chengdu 2025
KXDFBPOKAL | DFB Pokal Winner
KXUFCDISTANCE | UFC To Go The Distance
KXT20WORLDCUP | T20 World Cup Winner
KXTENNISEXHIBITION | Tennis Exhibition Match
KXWCIRAN | Iran World Cup
KXNFLCOMBO | NFL COMBO
KXNBASIXTH | Pro Basketball Sixth Man of the Year
KXUNITEDCUP | United Cup Champions
KXLEADERMLBTRIPLES | MLB Triples Leader
KXNASCARH2H | NASCAR Head-to-Head
KXATPMAD | ATP Madrid
KXCALCOACH | California Next Coach
KXMARMADCONFWIN | March Madness Conference Winner
KXSBMENTION | SB mention
KXWBCFEATHERWEIGHTTITLE | Boxing Featherweight Title
KXNCAAMBTOPAPRANK | College Basketball AP Poll Top Rank
KXNCAAMBAE | American East Conference Tournament
KXSERIEATOP4 | Serie A Top 4 Finishers
KXNEXTNFLCOACH | Next Pro Football Coach
KXSALMONRUN | Seattle Mariners Salmon Run
KXEWCSTARCRAFTII | StarCraft II at 2025 Esports World Cup
KXEWCAPEXLEGENDS | Apex Legends at 2025 Esports World Cup
KXNBADRAFT1 | NBA Draft First Pick
KXSTEPHSHOEDEAL | Steph Curry Shoe Deal
KXLIGAMX | Liga MX Winner
KXMARMADSEEDSUM | March Madness Sum of Seeds
KXWBCCRUISERWEIGHTTITLE | Boxing Cruiserweight Title
KXEWCCS2 | ESPORTS WORLD CUP COUNTER STRIKE 2
KXNCAAMBMW | Mountain West Conference Tournament
KXWTAIWO | Indian Wells Open
KXRANKLISTFFRB | TOP FANTASY FOOTBALL RB
KXNBADRAFTTOP20 | NBA Draft Top 20 Pick
KXKYLE100MRUN | Kyle Foregeard 100 Mile Run
KXNFLWINS-KC | Pro football wins Kansas City
KXPLAYTOGETHERJBJT | Tatum and Brown Celtics
KXTEAMSINUCL | Champions League Final Matchup
KXWOSKIMTN | Winter Olympics Ski Mountaineering
KXPPL | Pro Padel League
KXNBADRAFT5 | NBA Draft Fifth Pick
KXNFLWINS-LV | Pro football wins Las Vegas
KXSOCCERPLAYCRON | Cristiano Ronaldo world cup
KXNBADRAFT4 | NBA Draft Fourth Pick
KXWTAFINALS | WTA Finals Champion
KXNFL4DCONV | Pro Football 4th Down Conversions
KXCSGOADVANCE | CSGO Advance
KXNBADRAFTTOP30 | NBA Draft Top 30 Pick
KXWO-TOTALMEDALS | Winter Olympic Country Medal Count
KXMOTOGPTEAMS | Moto GP Teams' World Champion
KXIPLSIX | IPL Total Sixes
KXF1POLE | Qualify in Pole Position
KXLOSEREALMADRID | Real Madrid lose
KXNCAAMBFIRST50 | College Basketball Race to 50 Points
KXPFAPOY | PFA Player of The Year
KXBALLONDORNATION | Ballon d'Or nationality
KXWCGOALLEADER | World Cup Goal Leader
KXNEWCOACHLAL | New Lakers coach
KXCHOVYMVPWF | Will Chovy be the MVP of the Worlds finals
KXNBASOUTHWEST | NBA Southwest Division Winner
KXNCAAFBSEC | SEC Champion
KXNCAAMBNIT | Men's NIT Tournament Champion
KXBIG10REG | Big Ten Regular Season Champions
KXGENESISINVITATIONAL | Genesis Invitational Winner?
KXNFLWINS-LA | Pro football wins Los Angeles R
KXMCGREGORFIGHTNEXT | McGregor fight next
KXF1QUALIFY | Formula 1 Qualify
KXNCAAMBTEAMMOSTPTS | College Basketball Team with the Most Points Scored
KXMLBLSTREAK | Longest Losing Streak
KXWOXC | Winter Olympics Cross Country Skiing
KXWO-LUGE | Winter Olympics Luge
KXTRINITYRODMANNWSL | Trinity Rodman NWSL
KXPGAMAKECUT | PGA To Make Cut
KXNBACUP | Pro Basketball Cup Champion
KXNEXTTEAMLEBRON | Lebron's Next Team
KXCLUBWCGC | Club World Club Group C
KXNBAWINRECORD | OKC NBA Win Record
KXASIACUPCRICKET | Asia Cup Winner
KXNASCARAUTOPARTSSERIES | NASCAR Auto Parts Series Champion
KXNCAAFIVY | Ivy League Champion
KXLALIGA1H | La Liga First Half Winner
KXMLBWINS-TEX | Pro baseball wins Texas
KXWOTW | Wave of the Winter
KXNEWCASTLEUBADGE | Newcastle United badge
KXBOXINGROUNDS | Boxing Total Rounds
KXTABLETENNIS | Table Tennis Match
KXNBAAST | Pro Basketball Player Assists
KXNFLWINS-DAL | Pro football wins Dallas
KXNCAAMBBIG10 | Big 10 Conference Tournament
KXARGPREMDIVADVANCE | Argentina Primera Division To Advance
KXNBAPLAYOFFWINS | NBA Playoff Wins by Team
KXRECORDNFLBEST | best football record
KXUSOWOMENSINGLES | US Open women's singles
KXNBADPOY | Pro Basketball Defensive Player of the Year
KXNCAAWB | Women's March Madness Champion
KXNCAAMWRESTLING149 | College Wrestling National Champion: 149-Pound Weight Class
KXSPELLINGBEE | Who will win the SF Inaugural Spelling Bee
KXNBASPORTSMANSHIP | NBA Sportsmanship Award
KXWNBA | WNBA Championship
KXMLBNLROTY | Pro Baseball National League Rookie of the Year
KXTHEOPEN | The Open Championship
KXNFLDRAFTOL | Pro Football Offensive Line Drafted 
KXNFLSACKRECORD | NFL Regular Season Sack Record
KXNFLDRAFTQB | Pro Football Quarterback Drafted
KXNCAABBIGEAST | Big East Men's Basketball Tournament
KXMLBDIVWINNER | MLB divisions
KXSFSPELLINGBEE | SF Inaugural Spelling Bee Winner?
KXDAYTONA24H | Daytona 24 Hour Race
KXJOINCLUB | Soccer Join Club
KXNFL1QWINNER | Pro Football 1st Quarter Winner
KXNCAAMSEC | SEC MEN'S BASKETBALL TOURNAMENT
KXWO-SKIJUMP | Winter Olympics Ski Jump
KXRANKLISTFFTE | TOP FANTASY FOOTBALL TE
KXNFLSAFETY | Pro Football Safeties
KXNBAPTSLEADER | NBA Points Leader
KXEPLANYGOAL | EPL Anytime Goalscorer
KXWNBADRAFT1 | WNBA Draft 1st Pick
KXATPEXACTSETS | testing
KXMLBWINS-TB | Pro baseball wins Tampa Bay
KXNEXTTEAMGIANNIS | Giannis next team
KXNEWCOACHNE | New England Patriots new coach
KXWOSSKATE | Winter Olympics Speed Skating
KXWOBOB | Winter Olympics Bobsled
KXMLBEOTY | Pro Baseball Executive of the Year
KXNCAAMBAMER | American Conference Tournament
KXNFLDRAFTDB | Pro Football Defensive Back Drafted
KXSERIEARELEGATION | Serie A Relegation
KXWO-SSKATE | Winter Olympics Speed Skating
KXTENNCOACH | Tennessee Pro Football Team Next Coach
KXNBA3D | Pro Basketball Triple Double
KXF1RETIRE | F1 Retire
KXMLBWINS-ATH | Pro baseball wins A's
KXPGACAT | PGA Golf Category Leader
KXKBO | KBO Champion
KXNCAAFB12 | Big 12 Champion
KXEPLTOP6 | Top 6 Finishers
KXDAVISCUP | Davis Cup Champions
KXIPLFIRST15 | IPL First 15 Overs Winner
KXEFLPROMO | EFL Promotion
KXLOLMAP | League of Legends Map Winner
KXWO-SKIMTN | Winter Olympics Ski Mountaineering
KXSPORTSIGNPEREZ | Perez
KXDONATEMRBEAST | WILL MR BEAST DONATE
KXNCAAMBMAMER | Mid-American Conference Tournament
KXMLBPLAYOFFS | Pro Baseball Playoff Qualifiers
KXNFLSBMVPPOS | Pro Football Championship MVP Position
KXNFLWINS-ARI | Pro football wins Arizona
KXNFLWINS-SEA | Pro football wins Seattle
KXUEFASUPERCUP | UEFA Super Cup Winner
KXUCLGOAL | UCL Goalscorer
KXWNBADELAY | WNBA Season Delay
KXNBAPREPACK2ML | 2 ML Basketball Combo
KXMLBALEAST | American League East Winner
KXNFLCONTRACTSIZE | Pro Football Next Contract Size
KXF1TOPCONSTRUCTOR | F1 Top Constructor
KXMLBRBI | Pro Baseball RBIs
KXNBADRAFTTOP25 | NBA Draft Top 25 Pick
KXIPLFOUR | IPL Total Fours
KXCOACHOUTNFLFIRST | First NFL Coach Out
KXNFLPROBOWLWIN | Pro Football Pro Bowl Game
KXNBADRAFTCONF | Pro Basketball Players Drafted by Conference
KXNHLNORRIS | NHL James Norris Memorial Trophy
KXBOXING | Boxing Match Champion
KXNFLTRADE | NFL Trade
KXITASUPERCUPADVANCE | Italy Super Cup Winner
KXNEXTTEAMSKUBAL | Tarik Skubal Next Team
KXPGAREGION | PGA Region Winner
KXLEADERNFLRUSHYDS | NFL leader rushing yards
KXLOSEBARCA | Barcelona lose
KXWOBIATH | Winter Olympics Biathalon
KXNFLSBMVPDEF | Defensive Player Championship MVP
KXNCAAMBMOP | Men's College Basketball Most Outstanding Player
KXJOINNEYMARMIAMI | Inter Miami Neymar
KXNFLNOSCOREQ | Pro Football Scoreless Quarter
KXWO-MEDALS | Winter Olympics Most Medals
KXF1SPRINTFASTLAP | F1 Sprint Race Fastest Lap
KXVALPL | Valorant Predator League
KXCS2 | CS2 Tournament Winner
KXMLBKS | Pro Baseball Strikeouts
KXNCAABACC | ACC Men's Basketball Tournament
KXNCAALAXFINAL | College Lacrosse National Championship
KXNHLMETROPOLITAN | NHL Metropolitan Division Winner
KXFFQBALLENMAHOMES | allen v mahomes
KXVALPLPHIL | Valorant Predator League Phillippines
KXFANATICSWINNER | Fanatics winner type
KXZYWOOMVP | Will ZywOo be the MVP at the Budapest Major
KXTEAMSINNBAEF | Teams in NBA Eastern Conference Finals
KXMLBSTATCOUNT | Pro Baseball Season Stat
KXACQUIRELADSKENES | Los Angeles D acquire Paul Skenes
KXBRASILEIROTOP | Brasileiro Serie A
KXT20FIRST10 | T20 First 10 Overs Winner
KXEGYPL | Egyptian Premier League 
KXMARMADCONF | March Madness Conference
KXVALPLIND | Valorant Predator League Indonesia
KXNCAAF1HWINNER | College Football 1st Half Winner
KXBIG12REG | Big 12 Regular Season Champions
KXMARMADSEED | March Madness Winner Seed
KXUNTCOACH | North Texas Next Coach
KXNEWCOACHUNC | University of North Carolina new coach
KXWINSTREAKOKC | OKC Win Streak
KXLEADERNFLSACKS | NFL Sacks Leader
KXCS2IEMCOLOGNE | CS2: IEM Cologne
KXLEADERMLBSTEALS | MLB Steals Leader
KXJOINRONALDO | Cristiano Ronaldo
KXATPDOUBLES | ATP Doubles Tennis Match
KXCS2QUALIFIERS | CS2 Qualifier
KXNCAANIT | NIT Champion
KXSPORTSIGNAHOR | Al Horford
KXNFLDPOTY | AP Pro Football Defensive Player Of The Year
KXNCAAMBSLC | Southland Conference Tournament
KXLAMINEYAMAL | Lamine Yamal
KXQEMOMENSSINGLES | Qatar ExxonMobil Open
KXSINQUEFIELDCHESS | CHESS SINQUEFIELD
KXNCAAHOCKEY | College Hockey National Champion
KXMADMEN | Men's Madrid Open Winner
KXMOWOMEN | Miami Open Winner (Women's)
KXUSOMENSINGLES | US Open men's singles
KXPGATOUR | PGA Tour
KXCOACHOUTMLB | Baseball Managers Out
KXROWING | Rowing race winner
KXGOLFTENNISMAJORS | More Major Wins, Tennis vs Golf
KXACCREG | ACC Regular Season Champions
KXLEADERMLBDOUBLES | MLB Doubles Leader
KXCOACHOUTDALWINGS | Chris Koclanes out
KXUEL16TWEVIK | Europa League round of 16 - TWE VIK
KXMLBPLAYEROTW | Pro Baseball Player of the Week
KXNBATEAM | NBA team
KXBELGIANPL | Belgian Pro League Champion
KXUFASEMI | Ultimate Frisbee Association Championship Qualifiers
KXLEADERNFLINT | NFL leader interceptions
KXALPHAARENAAWARE | Situational Awareness
KXNFLEXACTWINSMIN | Pro football exact wins Minnesota
KXNBACELEBRITY3PT | NBA Celebrity 3PT Contest
KXPGATIGER | Tiger Woods PGA
KXBRAD100MRUN | Brad Kraut 100 Mile Challenge
KXUCLTOP | UCL League Phase Top of Table
KXNFLWINS-ATL | Pro football wins Atlanta
KXNCAAMBIVY | Ivy League Conference Tournament
KXDOTA2 | Dota 2 Tournament Winner
KXMLBWINS-CWS | Pro baseball wins Chicago W
KXT20FIRST15 | T20 First 15 Overs Winner
KXNFLWINS-PHI | Pro football wins Philadelphia
KXARGPREMDIV | Argentina Primera Division Game
KXMLBWINS-LAD | Pro baseball wins Los Angeles D
KXNFL3QWINNER | Pro Football 3rd Quarter Winner
KXPSL | Pakistan Super League (PSL) Winner
KXWOMHOCKEYFIRSTGOAL | Winter Olympics Hockey First Goal
KXFIFAUSPULL | FIFA us pull
KXCALCFO | Will Carlos Alcaraz play in French Open
KXEWCCHESS | Chess – Esports World Cup winner
KXUCLCORNERS | UCL Corners
KXNCAAMBHOR | Horizon League Conference Tournament
KXINDYCARSERIES | IndyCar Series Champion
KXROMENSSINGLES | Rio Open
KXWBCKS | World Baseball Classic Strikeouts
KXLEAGUEWORLDS | League of Legends Worlds
KXATHLETEUNRETIRE | Athlete to Come out of Retirement
KXPGATOP20 | PGA Top 20 Finisher
KXBATTLEOFSEXES | Battle of the Sexes Tennis Match
KXNRLCHAMP | National Rugby League Champion
KXATPGRANDSLAMFIELD | ATP Grand Slam Field Winner
KXNBANEWCHAMP | NBA First-Time Champion
KXMARMADHIGHSEED | March Madness Highest Seed to Reach Round
KXCHLLDP | Chilean Primer Division
KXMLBWSMVP | Pro Baseball Championship MVP
KXGOLFH2H | Golf Head-to-Head
KXOVERWATCH | Overwatch Tournament Winner
KXIPL | IPL Winner
KXNCAAMPAC12 | PAC-12 MEN'S BASKETBALL TOURNAMENT
KXALPHAARENAMONK | AlphaArena Monk
KXNFLEXACTWINSWAS | Pro football exact wins Washington
KXNBAEAST1SEED | NBA Eastern Conference 1 Seed
KXNBADRAFTTOP5 | NBA Draft Top 5 Pick
KXNFLCOMBINE | NFL Combine
KXODINVCTFINALS | Odin VCT finals
KXUFAEAST | Ultimate Frisbee Association East Division Winner
KXTENNISMAJORDJOKOVIC | Djokovic major
KXPREMIERLEAGUE | PREMIER LEAGUE
KXPGAHOLEINONE | PGA Hole in One
KXNBACLUTCH | Pro Basketball Clutch Player of the Year
KXCFBDOBRIEN | Davey O'Brien Award
KXWTADDF | WTA Tour Dubai Duty Free
KXLEADERMLBHR | MLB Home Runs Leader
KXEWCFATALFURY | FATAL FURY: City of the Wolves at 2025 Esports World Cup
KXNFLWINS-JAC | Pro football wins Jacksonville
KXNWSL | NWSL Champion
KXMLBWINS-CIN | Pro baseball wins Cincinnati
KXCLUBWCGF | Club World Club Group F
KXNFLDRAFT1ST | Make the 1st pick in NFL Draft
KXWO-HOCKEY | Winter Olympics Hockey
KXNFLDROTY | AP Pro Football Defensive Rookie of the Year
KXNFLEXACTWINSLAC | Pro football exact wins Los Angeles C
KXNCAABBGS | College Baseball Golden Spikes Award
KXNFLPREPACK3ML | MVE NFL Pre Pack
KXPHILIPRIVERSNFL | Philips Rivers Play This Year
KXNFLCPOTY | AP Pro Football Comeback Player of the Year
KXSECREG | SEC Regular Season Champions
KXMLBRFI | Pro Baseball Run in First Inning
KXNFLWINS-DEN | Pro football wins Denver
KXWCGROUPWIN | World Cup Group Winner
KX | m
KXNBA3PTCONTEST | NBA 3-Point Contest Winner
KXWNBASERIES | Professional Women's Basketball Series
KXUCLTOP8 | UCL League Phase Top 8 Finishers
KXNCAAFPREPACK3ML | MVE NCAAF Pre Pack
KXNCAAFFINALIST | College Football Finalist
KXCHOVYMVPBP | Will Chovy be the MVP of the Worlds finals
KXMLBTRADE | Pro Baseball trades
KXUCL16 | Champions League round of 16
KXUFASOUTH | Ultimate Frisbee Association South Division Winner
KXWBCHEAVYWEIGHTTITLE | Boxing Heavyweight Title
KXNFLLEADERPINT | Pro Football P INT Leader
KXMLBWINS-BOS | Pro baseball wins Boston
KXNBATOPPICK | Pro Basketball Draft Lottery Winner
KXNBAECFQUAL | Pro Basketball Eastern Conference Finals Qualifiers
KXMLBWINS-SEA | Pro baseball wins Seattle
KXNFLNFCEAST | National Football Conference East Winner
KXNCAAFCUSA | Conference USA Champion
KXMLBHRR | Pro Baseball Hits Runs RBIs
KXNFLWINS-MIN | Pro football wins Minnesota
KXUSAF1 | 4th USA F1 race
KXWCLOCATION | World Cup Game Location
KXSTARTNOTREDAME | NOTREDAME WEEK 1 QB
KXWPL | WPL Champion
KXATPIT | ATP Italian Open
KXNFL1HWINNER | NFL 1st Half Winner
KXUCLBOTTOM | UCL League Phase Bottom of Table
KXLIGUE1TOP4 | Ligue 1 Top 4 Finishers
KXNCAAFTOPAPRANK | College Football AP Poll Top Rank
KXNFLOT | Pro Football Overtime
KXMLBALMVP | Pro Baseball American League MVP
KXWOMHOCKEY | Winter Olympics Men's Hockey
KXWINSTREAKHOUMLB10 | Houston winning 10 games
KXPGAH2H | PGA Head-to-Head Matchups
KXMENWORLDCUP | Men's World Cup winner
KXPGAPLAYERCAT | PGA Player Category
KXLEADERMLBOPS | MLB OPS Leader
KXNFLEXACTWINSCHI | Pro football exact wins Chicago
KXMLBWINS-SF | Pro baseball wins San Francisco
KXNCAAMBWAC | Western Athletic Conference Tournament
KXPGLBUCH | Who will win the PGL Masters Bucharest 2025
KXNCAAMWRESTLING125 | College Wrestling National Champion: 125-Pound Weight Class
KXLALIGA | LA LIGA
KXNCAAFBACC | ACC Champion
KXNBADRAFT7 | NBA Draft Seventh Pick
KXNFLWINS-CHI | Pro football wins Chicago
KXPGAROUNDSCORE | Golf Round Scores
KXBALLONDOR | Ballon d'Or
KXNFLHIRECOACH | NFL hire coach
KXNCAAFACC | ACC Champion
KXSTANCOACH | Stanford Next Coach
KXFIFAADVANCE | Fifa To Advance
KXTGLCHAMPION | TGL Champion
KXCITYNBAEXPAND | Cities NBA expand
KXVENFUTVE | Venezuela Primera Division
KXNBATOP3 | Pro Basketball Draft Lottery Top 3
KXLEADERNBABLK | NBA BPG Leader
KXNBADRAFT9 | NBA Draft Ninth Pick
KXWSAL | MLB American League champion
KXNBADRAFTINT | Pro Basketball International Players Drafted
KXEKSTRAKLASA | Ekstraklasa Champion
KXTEAMSINNBAF | Teams in NBA Finals
KXF1RACEPODIUM | F1 Race Podium Finisher
KXNBAWEST | NBA Western Conference Championship
KXWOMHOCKEYFGOAL | Winter Olympics Hockey First Goal
KXNHLHART | NHL Hart Memorial Trophy
KXALLSTARROSTER | All Star Roster
KXNFLWINMARGIN | Pro Football Win Margin
KXWO-XC | Winter Olympics Cross Country Skiing
KXLOL1STTIMEWIN | LOL First time winner
KXCHESSGRENKEOPEN | Grenke Chess Open
KXROSTERT1 | Roster T1
KXIIHFCHAMP | IIHF World Championship winner
KXWBCMIDDLEWEIGHTTITLE | Boxing Middleweight Title
KXUELADVANCE | Europa League Advance
KXIWMENDOUBLES | Indian Wells Men's Doubles
KXVALORANT | Valorant Tournament Winner
KXCOACHOUTNBA | NBA Coach Out
KXDOTA2MAP | Dota 2 Map Winner
KXPGARYDERTOP | Ryder Cup Top Points Scorer
KXNBASERIES | Professional Basketball Series
KXALMVP | NL MVP
KXNCAAMBSGP | College Basketball Same Game Parlay
KXMLBALRELOTY | Pro Baseball American League Reliever of the Year
KXMLBWINS-BAL | Pro baseball wins Baltimore
KXLIVTOP5 | Liv Top 5 Finisher
KXCHAMPTOUR | PGA Champions Tour
KXMLBWINS-AZ | Pro baseball wins Arizona
KXNCAAMBACHAMP | College Baseball Championship
KXUFAWEST | Ultimate Frisbee Association East Division Winner
KXNCAAMBSEC | SEC Conference Tournament
KXEWCHONOROFKINGS | Honor of Kings World Cup at 2025 Esports World Cup
KXNBASOUTHEAST | NBA Southeast Division Winner
KXUCL1H | Champions League First Hal Winner
KXT20FOUR | T20 Total Fours
KXFIRSTPICKNBA | NBA first pick
KXNBAROOKIE1STTEAM | NBA All-Rookie 1st Team
KXDPWORLDTOUR | DP World Tour Tournament Winner
KXNFLWINS-NO | Pro football wins New Orleans
KXNFLNONQBPASS | Pro Football Non-QB Passes
KXMLB | World Series
KXUEL16BOGTWE | Europa League round of 16 -  BOG TWE
KXMLBSERIES | Professional Baseball Series
KXAFCON | AFCON Champion
KXCARDPRESENCEUFCWH | UFC White House event
KXNHLVEZINA | NHL Vezina Trophy
KXF1FASTLAP | F1 Fastest Lap
KXNBALOTTERYODDS | NBA Lottery Winner Odds
KXNASCARTOP20 | NASCAR Top 20 Finishers
KXNCAAWBUNDEFEATED | Undefeated in Women's College Basketball Regular Season
KXLIVTOUR | LIV Tour
KXMLBAWARDCOMBO | Pro Baseball Award Combo
KXPGAHOLESCORE | PGA Hole Score
KXNBASERIESROADWIN | NBA Series 1st Road Win
KXNFLDRAFTLB | Pro Football Linebacker Drafted
KXUNITEDCUPADVANCE | United Cup Advance
KXNBAMVP | Pro Basketball MVP
KXNBAATLANTIC | NBA Atlantic Division Winner
KXEXHIBITIONMEN | Men's Tennis Exhibition Match
KXUFLXFLCONF | UFL XLF Conference Champion
KXPGABOGEYFREE | Will Golfer Record a bogey free round
KXACQUIREMANU | ManU acquire
KXNFLEXACTWINSTB | Pro football exact wins Tampa Bay
KXWBCMVP | WBC MVP
KXNEXTTEAMMICAH | Micah Parsons next team
KXFANATICSGAMESSECONDPLACE | Who will come in 2nd place at Fanatics Games?
KXNFLDRAFTCOMPARE | NFL Draft Comparison
KXMLBNLEAST | National League East Winner
KXGOLFMAJORS | Golf Majors Won
KXDEFHEISMAN | Defensive Heisman Candidate
KXNBAPR | Pro Basketball Points + Rebounds
KXNFLDRAFTRB | Pro Football Running Back Drafted
KXLAXTEWAARATON | College Lacrosse Tewaaraton Award
KXMLBNLHAARON | Pro Baseball American League Hank Aaron
KXWO-FSKATE | Winter Olympics Figure Skating
KXNCAABIVY | Ivy League Men's Basketball Tournament
KXLBJRTEAM | XYZ
KXWO-NORDIC | Winter Olympics Nordic Combined
KXKNVBCUPADVANCE | KNVB Cup Advance
KXWBCGROUP | WBC Pool Winner
KXTENNISGRANDSLAM | Tennis Grand Slam
KXPHOENIXOPEN | Phoenix Open
KXNFLLARGESTLEAD | Pro Football Largest Lead
KXMANTIS | Mantis time
KXCLUBWCGB | Club World Club Group B
KXEWCLEAGUEOFLEGENDS | League of Legends featured at 2025 Esports World Cup
KXINTERCUPADVANCE | Intercontinental Cup To Advance
KXWBCF5 | First 5 Winner
KXLIGAPORTUGAL | Liga Portugal Winner
KXPGAHOLE | Will the player win the hole matchup
KXWOALPSKI | Winter Olympics Alpine Skiing
KXATPSETWINNER | ATP Set Winner
KXEFLCUP | EFL Cup Winner
KXREBOOT | Reboot
KXCOACHOUTMSU | Jonathan Smith Out
KXNBAPLAYOFF | Pro Basketball Playoff Qualifier
KXMARMADREGION | March Madness Region Winner
KXUFCWELTERWEIGHTTITLE | UFC Welterweight Title
KXNBACENTRAL | NBA Central Division Winner
KXMLBTB | Pro Baseball Total Bases
KXWCGROUPQUAL | World Cup Group Qualifiers
KXAOWOMEN | Australian Open Womens
KXSOCCERJOIN | Soccer Next Team
KXWNBADRAFT3 | WNBA Draft 3rd Pick
KXWNBAGAMESPLAYED | WNBA Games Played in a Season
KXOKSTCOACH | Oklahoma State Next Coach
KXNBANORTHWEST | NBA Northwest Division Winner
KXJOINSALAH | Mo Salah next team
KXNHLWEST | Western Conference Champion
KXNCAAFUNDEFEATED | Undefeated in College Football Regular Season
KXBRAWLSTARS | Brawl Stars Tournament Winner
KXUFCFEATHERWEIGHTTITLE | UFC Featherweight Title
KXEVENTTIMES | NFL games times
KXKFTOUR | Korn Ferry Tour
KXNFLPASSTDS | Pro Football player Passing Touchdowns
KXRELOCATIONCHI | Chicago Football Relocation
KXNFLDRAFTMATCHUP | Pro Football Draft Matchup
KXF1RACETOPX | F1 Race Top Finishers
KXSPORTSIGNINSPIRED | Inspired
KXRANKLISTAPPREALSPORTS | Will 'Real Sports' be a top 10 sports app before Nov 15th, 2025?
KXAPFDDH | APF Division de Honor
KXFACUPADVANCE | FA Cup Advance
KXMLBWSTREAK | Longest Winning Streak
KXMAKEMARMAD | Make March Madness Tournament
KXLEADERMLBRBI | MLB RBIs Leader
KXMLBWINS-CHC | Pro baseball wins Chicago C
KXSTARTIND | iNDIANAPOLIS WEEK 1 QB
KXNBAEFINMVP | Pro Basketball Eastern Conference Finals MVP
KXNFLEXACTWINSGB | Pro football exact wins Green Bay
KXPGACUTLINE | PGA What Will the Cut Line Be
KXWMENSINGLES | WIMBLEDON men's singles
KXUEL16RSOFCM | Europa League round of 16 - RSO FCM
KXFOPENMENSINGLE | French Open men's singles
KXCS2MAPWINNER | CS2 Map Winner
KXNFLWINS-SF | Pro football wins San Francisco
KXUFCLHEAVYWEIGHTTITLE | UFC Light Heavyweight Title
KXNBAWINS | Pro basketball wins
KXNFLOPOTY | AP Pro Football Offensive Player Of The Year
KXUFCHEAVYWEIGHTTITLE | UFC Heavyweight Title
KXALPHAARENA | Alpha Arena
KXRECORDNFLWORST | worst football record
KXMLBSERIESEXACT | Professional Baseball Series Exact Result
KXNFLEXACTWINSNE | Pro football exact wins New England
KXWNBADPOY | WNBA Defensive Player of the Year
KXNFL4DOWNCONV | Pro Football 4th Down Conversions
KXPLAYEROPTIONNBA | player option nba
KXCSGO | CSGO
KXIWMEN | Indian Wells Men's Singles
KXSTARTNO | NEW ORLEANS WEEK 1 QB
KXATPAMT | ATP Tour Abierto Mexican Telcel presentado por HSBC
KXARODGRETIRE | Aaron Rodgers Retire
KXSLGREECE | Super League Greece Winner
KXLEAGUE | League of Legends World Championship
KXFOPENWMENSINGLE | French Open women's singles
KXNBARISINGSTARS | Pro Basketball Rising Stars Tournament
KXO13MENSINGLES | Open 13 (Marseille) Mens' Singles
KXNCAAMBHL | Horizon League conference tournament winner
KXNBAPIADVANCE | NBA Play-In Team to Advance
KXNBAFINALSMVP | Finals MVP
KXZYWOOMVPBP | Will ZywOo be the MVP at the Budapest Major
KXNFLLEADCHANGE | Pro Football Lead Changes
KXNFLMVP | AP Pro Football Regular Season MVP
KXAFCONADVANCE | AFCON To Advance
KXSTEPHPARTERNSHIP | Stephen Curry Partnership
KXNFLPASSYDS | Pro Football player Passing Yards
KXEXHIBITIONWOMEN | Women's Tennis Exhibition Match
KXNCAAFMWC | Mountain West Champion
KXNBAALLSTARS | Pro Basketball All Stars
KXPGALOWSCORE | PGA Lowest Round Score
KXIPLFIRST10 | IPL First 10 Overs Winner
KXEPL1H | Premier League First Half Winner
KXNFLAFCWEST | American Football Conference West Winner
KXNBADRAFTCOMP | Pro Basketball Draft Comparison
KXCOACHOUTNCAAFB | NCAAFB Coaches Out
KXCSGOMAP | CSGO Map Winner
KXCHESS | Chess Tournament Winner
